cola_p1,cola_p2,dist_p1,dist_p2,decision_correcta
15,26,5.0,12.0,Pala 1
42,35,5.0,12.0,Pala 2
9,4,5.0,12.0,Pala 2
24,32,5.0,12.0,Pala 1
19,48,5.0,12.0,Pala 1
30,33,5.0,12.0,Pala 1
3,29,5.0,12.0,Pala 1
43,7,5.0,12.0,Pala 2
22,38,5.0,12.0,Pala 1
1,46,5.0,12.0,Pala 1
21,25,5.0,12.0,Pala 1
36,36,5.0,12.0,Pala 2
7,33,5.0,12.0,Pala 1
6,6,5.0,12.0,Pala 1
13,39,5.0,12.0,Pala 1
2,27,5.0,12.0,Pala 1
49,38,5.0,12.0,Pala 2
15,38,5.0,12.0,Pala 1
18,27,5.0,12.0,Pala 1
17,13,5.0,12.0,Pala 2
15,49,5.0,12.0,Pala 1
7,37,5.0,12.0,Pala 1
32,3,5.0,12.0,Pala 2
48,41,5.0,12.0,Pala 2
11,17,5.0,12.0,Pala 1
10,43,5.0,12.0,Pala 1
4,47,5.0,12.0,Pala 1
26,24,5.0,12.0,Pala 2
11,6,5.0,12.0,Pala 2
16,37,5.0,12.0,Pala 1
5,27,5.0,12.0,Pala 1
32,4,5.0,12.0,Pala 2
4,2,5.0,12.0,Pala 1
27,43,5.0,12.0,Pala 1
13,30,5.0,12.0,Pala 1
4,46,5.0,12.0,Pala 1
32,41,5.0,12.0,Pala 1
49,19,5.0,12.0,Pala 2
47,18,5.0,12.0,Pala 2
40,47,5.0,12.0,Pala 1
18,10,5.0,12.0,Pala 2
21,39,5.0,12.0,Pala 1
4,2,5.0,12.0,Pala 1
1,22,5.0,12.0,Pala 1
29,6,5.0,12.0,Pala 2
46,22,5.0,12.0,Pala 2
38,6,5.0,12.0,Pala 2
3,45,5.0,12.0,Pala 1
32,33,5.0,12.0,Pala 1
12,41,5.0,12.0,Pala 1
19,18,5.0,12.0,Pala 1
6,8,5.0,12.0,Pala 1
14,47,5.0,12.0,Pala 1
22,17,5.0,12.0,Pala 2
13,40,5.0,12.0,Pala 1
22,47,5.0,12.0,Pala 1
18,44,5.0,12.0,Pala 1
28,41,5.0,12.0,Pala 1
19,24,5.0,12.0,Pala 1
28,13,5.0,12.0,Pala 2
23,43,5.0,12.0,Pala 1
17,24,5.0,12.0,Pala 1
9,18,5.0,12.0,Pala 1
40,38,5.0,12.0,Pala 1
7,14,5.0,12.0,Pala 1
25,15,5.0,12.0,Pala 2
28,26,5.0,12.0,Pala 2
9,39,5.0,12.0,Pala 1
16,9,5.0,12.0,Pala 2
1,3,5.0,12.0,Pala 1
5,18,5.0,12.0,Pala 1
4,27,5.0,12.0,Pala 1
27,20,5.0,12.0,Pala 2
40,46,5.0,12.0,Pala 1
4,13,5.0,12.0,Pala 1
17,32,5.0,12.0,Pala 1
25,47,5.0,12.0,Pala 1
19,9,5.0,12.0,Pala 2
40,18,5.0,12.0,Pala 2
48,29,5.0,12.0,Pala 2
26,21,5.0,12.0,Pala 2
48,2,5.0,12.0,Pala 2
11,36,5.0,12.0,Pala 1
6,40,5.0,12.0,Pala 1
2,17,5.0,12.0,Pala 1
9,10,5.0,12.0,Pala 1
33,47,5.0,12.0,Pala 1
24,1,5.0,12.0,Pala 2
34,11,5.0,12.0,Pala 2
15,5,5.0,12.0,Pala 2
1,42,5.0,12.0,Pala 1
23,39,5.0,12.0,Pala 1
9,43,5.0,12.0,Pala 1
37,28,5.0,12.0,Pala 2
21,29,5.0,12.0,Pala 1
25,1,5.0,12.0,Pala 2
42,8,5.0,12.0,Pala 2
38,46,5.0,12.0,Pala 1
26,1,5.0,12.0,Pala 2
28,28,5.0,12.0,Pala 1
46,32,5.0,12.0,Pala 2
37,9,5.0,12.0,Pala 2
19,33,5.0,12.0,Pala 1
26,43,5.0,12.0,Pala 1
40,7,5.0,12.0,Pala 2
19,36,5.0,12.0,Pala 1
43,32,5.0,12.0,Pala 2
18,46,5.0,12.0,Pala 1
19,5,5.0,12.0,Pala 2
34,43,5.0,12.0,Pala 1
46,39,5.0,12.0,Pala 1
1,44,5.0,12.0,Pala 1
29,18,5.0,12.0,Pala 2
33,31,5.0,12.0,Pala 2
21,26,5.0,12.0,Pala 1
2,0,5.0,12.0,Pala 1
5,42,5.0,12.0,Pala 1
14,32,5.0,12.0,Pala 1
26,39,5.0,12.0,Pala 1
9,31,5.0,12.0,Pala 1
8,4,5.0,12.0,Pala 1
32,16,5.0,12.0,Pala 2
31,7,5.0,12.0,Pala 2
47,41,5.0,12.0,Pala 2
5,33,5.0,12.0,Pala 1
40,8,5.0,12.0,Pala 2
35,22,5.0,12.0,Pala 2
1,34,5.0,12.0,Pala 1
28,49,5.0,12.0,Pala 1
3,6,5.0,12.0,Pala 1
0,14,5.0,12.0,Pala 1
18,19,5.0,12.0,Pala 2
25,49,5.0,12.0,Pala 1
24,24,5.0,12.0,Pala 2
9,2,5.0,12.0,Pala 2
14,45,5.0,12.0,Pala 1
21,23,5.0,12.0,Pala 1
47,33,5.0,12.0,Pala 2
20,45,5.0,12.0,Pala 1
21,21,5.0,12.0,Pala 1
35,10,5.0,12.0,Pala 2
33,47,5.0,12.0,Pala 1
29,7,5.0,12.0,Pala 2
24,38,5.0,12.0,Pala 1
44,42,5.0,12.0,Pala 2
27,34,5.0,12.0,Pala 1
0,48,5.0,12.0,Pala 1
48,45,5.0,12.0,Pala 2
44,37,5.0,12.0,Pala 2
3,7,5.0,12.0,Pala 1
6,36,5.0,12.0,Pala 1
48,26,5.0,12.0,Pala 2
8,27,5.0,12.0,Pala 1
35,39,5.0,12.0,Pala 1
18,33,5.0,12.0,Pala 1
0,31,5.0,12.0,Pala 1
9,14,5.0,12.0,Pala 1
35,43,5.0,12.0,Pala 1
8,16,5.0,12.0,Pala 1
44,32,5.0,12.0,Pala 2
45,46,5.0,12.0,Pala 1
41,45,5.0,12.0,Pala 1
31,15,5.0,12.0,Pala 2
31,28,5.0,12.0,Pala 1
5,8,5.0,12.0,Pala 1
47,32,5.0,12.0,Pala 2
37,48,5.0,12.0,Pala 1
16,28,5.0,12.0,Pala 1
9,12,5.0,12.0,Pala 1
49,20,5.0,12.0,Pala 2
26,20,5.0,12.0,Pala 1
49,4,5.0,12.0,Pala 2
34,9,5.0,12.0,Pala 2
20,5,5.0,12.0,Pala 2
24,12,5.0,12.0,Pala 2
27,0,5.0,12.0,Pala 2
46,19,5.0,12.0,Pala 2
14,46,5.0,12.0,Pala 1
3,45,5.0,12.0,Pala 1
28,7,5.0,12.0,Pala 2
8,9,5.0,12.0,Pala 1
26,8,5.0,12.0,Pala 2
25,48,5.0,12.0,Pala 1
18,40,5.0,12.0,Pala 1
27,2,5.0,12.0,Pala 2
16,10,5.0,12.0,Pala 2
42,11,5.0,12.0,Pala 2
40,9,5.0,12.0,Pala 2
41,24,5.0,12.0,Pala 2
49,48,5.0,12.0,Pala 1
19,48,5.0,12.0,Pala 1
44,24,5.0,12.0,Pala 2
39,10,5.0,12.0,Pala 2
38,35,5.0,12.0,Pala 1
48,38,5.0,12.0,Pala 2
22,25,5.0,12.0,Pala 1
46,13,5.0,12.0,Pala 2
31,38,5.0,12.0,Pala 1
46,39,5.0,12.0,Pala 2
32,0,5.0,12.0,Pala 2
45,3,5.0,12.0,Pala 2
4,29,5.0,12.0,Pala 1
42,11,5.0,12.0,Pala 2
47,34,5.0,12.0,Pala 2
33,12,5.0,12.0,Pala 2
39,30,5.0,12.0,Pala 2
10,37,5.0,12.0,Pala 1
49,42,5.0,12.0,Pala 2
2,22,5.0,12.0,Pala 1
32,3,5.0,12.0,Pala 2
10,15,5.0,12.0,Pala 1
15,6,5.0,12.0,Pala 2
17,21,5.0,12.0,Pala 1
29,28,5.0,12.0,Pala 1
47,10,5.0,12.0,Pala 2
9,32,5.0,12.0,Pala 1
17,28,5.0,12.0,Pala 1
37,38,5.0,12.0,Pala 1
18,11,5.0,12.0,Pala 1
35,6,5.0,12.0,Pala 2
12,38,5.0,12.0,Pala 1
45,41,5.0,12.0,Pala 1
2,47,5.0,12.0,Pala 1
9,25,5.0,12.0,Pala 1
37,39,5.0,12.0,Pala 1
0,8,5.0,12.0,Pala 1
26,40,5.0,12.0,Pala 1
45,33,5.0,12.0,Pala 2
7,44,5.0,12.0,Pala 1
45,12,5.0,12.0,Pala 2
41,35,5.0,12.0,Pala 2
16,24,5.0,12.0,Pala 1
8,23,5.0,12.0,Pala 1
5,43,5.0,12.0,Pala 1
42,16,5.0,12.0,Pala 2
24,1,5.0,12.0,Pala 2
38,12,5.0,12.0,Pala 2
48,30,5.0,12.0,Pala 2
27,28,5.0,12.0,Pala 1
32,49,5.0,12.0,Pala 1
36,27,5.0,12.0,Pala 2
8,26,5.0,12.0,Pala 1
17,14,5.0,12.0,Pala 2
20,30,5.0,12.0,Pala 1
1,39,5.0,12.0,Pala 1
42,14,5.0,12.0,Pala 2
37,32,5.0,12.0,Pala 2
39,19,5.0,12.0,Pala 2
35,41,5.0,12.0,Pala 1
49,11,5.0,12.0,Pala 2
42,36,5.0,12.0,Pala 2
36,8,5.0,12.0,Pala 2
14,22,5.0,12.0,Pala 1
27,7,5.0,12.0,Pala 2
17,31,5.0,12.0,Pala 1
33,47,5.0,12.0,Pala 1
21,13,5.0,12.0,Pala 2
10,26,5.0,12.0,Pala 1
12,24,5.0,12.0,Pala 1
3,12,5.0,12.0,Pala 1
21,20,5.0,12.0,Pala 1
6,44,5.0,12.0,Pala 1
42,30,5.0,12.0,Pala 2
23,36,5.0,12.0,Pala 1
3,47,5.0,12.0,Pala 1
27,42,5.0,12.0,Pala 1
14,4,5.0,12.0,Pala 2
0,12,5.0,12.0,Pala 1
2,27,5.0,12.0,Pala 1
13,42,5.0,12.0,Pala 1
37,24,5.0,12.0,Pala 2
49,34,5.0,12.0,Pala 2
0,46,5.0,12.0,Pala 1
37,38,5.0,12.0,Pala 2
37,6,5.0,12.0,Pala 2
20,37,5.0,12.0,Pala 1
47,31,5.0,12.0,Pala 2
28,2,5.0,12.0,Pala 2
4,44,5.0,12.0,Pala 1
48,38,5.0,12.0,Pala 2
9,36,5.0,12.0,Pala 1
27,49,5.0,12.0,Pala 1
20,21,5.0,12.0,Pala 1
49,7,5.0,12.0,Pala 2
6,16,5.0,12.0,Pala 1
2,26,5.0,12.0,Pala 1
44,32,5.0,12.0,Pala 2
46,45,5.0,12.0,Pala 1
19,16,5.0,12.0,Pala 2
18,41,5.0,12.0,Pala 1
34,11,5.0,12.0,Pala 2
3,47,5.0,12.0,Pala 1
4,45,5.0,12.0,Pala 1
0,26,5.0,12.0,Pala 1
3,47,5.0,12.0,Pala 1
11,7,5.0,12.0,Pala 2
26,22,5.0,12.0,Pala 1
41,41,5.0,12.0,Pala 1
22,48,5.0,12.0,Pala 1
24,28,5.0,12.0,Pala 1
20,49,5.0,12.0,Pala 1
23,19,5.0,12.0,Pala 2
24,15,5.0,12.0,Pala 2
44,16,5.0,12.0,Pala 2
45,15,5.0,12.0,Pala 2
31,18,5.0,12.0,Pala 2
31,7,5.0,12.0,Pala 2
4,37,5.0,12.0,Pala 1
35,37,5.0,12.0,Pala 1
45,28,5.0,12.0,Pala 2
41,40,5.0,12.0,Pala 1
48,35,5.0,12.0,Pala 2
41,25,5.0,12.0,Pala 2
38,30,5.0,12.0,Pala 1
15,43,5.0,12.0,Pala 1
32,11,5.0,12.0,Pala 2
48,16,5.0,12.0,Pala 2
20,14,5.0,12.0,Pala 2
8,8,5.0,12.0,Pala 1
5,38,5.0,12.0,Pala 1
44,41,5.0,12.0,Pala 2
34,47,5.0,12.0,Pala 1
38,11,5.0,12.0,Pala 2
21,31,5.0,12.0,Pala 1
40,24,5.0,12.0,Pala 2
4,38,5.0,12.0,Pala 1
41,17,5.0,12.0,Pala 2
22,14,5.0,12.0,Pala 2
16,31,5.0,12.0,Pala 1
11,5,5.0,12.0,Pala 2
22,43,5.0,12.0,Pala 1
15,42,5.0,12.0,Pala 1
2,34,5.0,12.0,Pala 1
29,33,5.0,12.0,Pala 1
21,37,5.0,12.0,Pala 1
8,4,5.0,12.0,Pala 2
28,17,5.0,12.0,Pala 2
46,15,5.0,12.0,Pala 2
36,7,5.0,12.0,Pala 2
22,24,5.0,12.0,Pala 1
12,31,5.0,12.0,Pala 1
31,25,5.0,12.0,Pala 2
45,21,5.0,12.0,Pala 2
46,30,5.0,12.0,Pala 2
47,42,5.0,12.0,Pala 2
22,9,5.0,12.0,Pala 2
